"","Date","Precip.MM","MonthNumber","Month","Year","Season"
"935",1788-11-28,42.5,11,"Nov",1788,"Autumn"
"936",1788-12-28,18.1,12,"Dec",1788,"Winter"
"937",1789-01-28,87.6,1,"Jan",1789,"Winter"
"938",1789-02-28,114.4,2,"Feb",1789,"Winter"
"939",1789-03-28,29.2,3,"Mar",1789,"Spring"
"940",1789-04-28,71.8,4,"Apr",1789,"Spring"
"941",1789-05-28,96.1,5,"May",1789,"Spring"
"942",1789-06-28,137.5,6,"Jun",1789,"Summer"
"943",1789-07-28,144.8,7,"Jul",1789,"Summer"
"944",1789-08-28,28,8,"Aug",1789,"Summer"
"945",1789-09-28,110.8,9,"Sep",1789,"Autumn"
"946",1789-10-28,154.6,10,"Oct",1789,"Autumn"
"947",1789-11-28,97.4,11,"Nov",1789,"Autumn"
"948",1789-12-28,144.8,12,"Dec",1789,"Winter"
"949",1790-01-28,98.2,1,"Jan",1790,"Winter"
"950",1790-02-28,33.8,2,"Feb",1790,"Winter"
"951",1790-03-28,22.2,3,"Mar",1790,"Spring"
"952",1790-04-28,37,4,"Apr",1790,"Spring"
"953",1790-05-28,78.1,5,"May",1790,"Spring"
"954",1790-06-28,98.2,6,"Jun",1790,"Summer"
"955",1790-07-28,133.1,7,"Jul",1790,"Summer"
"956",1790-08-28,99.3,8,"Aug",1790,"Summer"
"957",1790-09-28,106.7,9,"Sep",1790,"Autumn"
"958",1790-10-28,72.9,10,"Oct",1790,"Autumn"
"959",1790-11-28,105.6,11,"Nov",1790,"Autumn"
"960",1790-12-28,171.1,12,"Dec",1790,"Winter"
"961",1791-01-28,150.1,1,"Jan",1791,"Winter"
"962",1791-02-28,91.2,2,"Feb",1791,"Winter"
"963",1791-03-28,45.6,3,"Mar",1791,"Spring"
"964",1791-04-28,89,4,"Apr",1791,"Spring"
"965",1791-05-28,60.1,5,"May",1791,"Spring"
"966",1791-06-28,32.3,6,"Jun",1791,"Summer"
"967",1791-07-28,107.9,7,"Jul",1791,"Summer"
"968",1791-08-28,121.2,8,"Aug",1791,"Summer"
"969",1791-09-28,46.7,9,"Sep",1791,"Autumn"
"970",1791-10-28,106.8,10,"Oct",1791,"Autumn"
"971",1791-11-28,140.1,11,"Nov",1791,"Autumn"
"972",1791-12-28,121.2,12,"Dec",1791,"Winter"
"973",1792-01-28,87.6,1,"Jan",1792,"Winter"
"974",1792-02-28,86.3,2,"Feb",1792,"Winter"
"975",1792-03-28,102,3,"Mar",1792,"Spring"
"976",1792-04-28,119,4,"Apr",1792,"Spring"
"977",1792-05-28,104.6,5,"May",1792,"Spring"
"978",1792-06-28,60.2,6,"Jun",1792,"Summer"
"979",1792-07-28,109.9,7,"Jul",1792,"Summer"
"980",1792-08-28,167.4,8,"Aug",1792,"Summer"
"981",1792-09-28,155.6,9,"Sep",1792,"Autumn"
"982",1792-10-28,117.7,10,"Oct",1792,"Autumn"
"983",1792-11-28,51,11,"Nov",1792,"Autumn"
"984",1792-12-28,146.5,12,"Dec",1792,"Winter"
"985",1793-01-28,75.4,1,"Jan",1793,"Winter"
"986",1793-02-28,121.2,2,"Feb",1793,"Winter"
"987",1793-03-28,94.5,3,"Mar",1793,"Spring"
"988",1793-04-28,59.2,4,"Apr",1793,"Spring"
"989",1793-05-28,40.1,5,"May",1793,"Spring"
"990",1793-06-28,68.7,6,"Jun",1793,"Summer"
"991",1793-07-28,57.3,7,"Jul",1793,"Summer"
"992",1793-08-28,112.6,8,"Aug",1793,"Summer"
"993",1793-09-28,74.4,9,"Sep",1793,"Autumn"
"994",1793-10-28,68.7,10,"Oct",1793,"Autumn"
"995",1793-11-28,88.8,11,"Nov",1793,"Autumn"
"996",1793-12-28,93.5,12,"Dec",1793,"Winter"
"997",1794-01-28,48.2,1,"Jan",1794,"Winter"
"998",1794-02-28,127.4,2,"Feb",1794,"Winter"
"999",1794-03-28,64.3,3,"Mar",1794,"Spring"
"1000",1794-04-28,108.8,4,"Apr",1794,"Spring"
"1001",1794-05-28,59.4,5,"May",1794,"Spring"
"1002",1794-06-28,32.1,6,"Jun",1794,"Summer"
"1003",1794-07-28,101.4,7,"Jul",1794,"Summer"
"1004",1794-08-28,102.6,8,"Aug",1794,"Summer"
"1005",1794-09-28,111.3,9,"Sep",1794,"Autumn"
"1006",1794-10-28,132.3,10,"Oct",1794,"Autumn"
"1007",1794-11-28,226.3,11,"Nov",1794,"Autumn"
"1008",1794-12-28,122.4,12,"Dec",1794,"Winter"
"1009",1795-01-28,71.2,1,"Jan",1795,"Winter"
"1010",1795-02-28,103,2,"Feb",1795,"Winter"
"1011",1795-03-28,85.5,3,"Mar",1795,"Spring"
"1012",1795-04-28,91,4,"Apr",1795,"Spring"
"1013",1795-05-28,28.5,5,"May",1795,"Spring"
"1014",1795-06-28,101.9,6,"Jun",1795,"Summer"
"1015",1795-07-28,57,7,"Jul",1795,"Summer"
"1016",1795-08-28,64.7,8,"Aug",1795,"Summer"
"1017",1795-09-28,16.4,9,"Sep",1795,"Autumn"
"1018",1795-10-28,222.5,10,"Oct",1795,"Autumn"
"1019",1795-11-28,137,11,"Nov",1795,"Autumn"
"1020",1795-12-28,117.3,12,"Dec",1795,"Winter"
"1021",1796-01-28,123.4,1,"Jan",1796,"Winter"
"1022",1796-02-28,72,2,"Feb",1796,"Winter"
"1023",1796-03-28,29.7,3,"Mar",1796,"Spring"
"1024",1796-04-28,40.5,4,"Apr",1796,"Spring"
"1025",1796-05-28,130.6,5,"May",1796,"Spring"
"1026",1796-06-28,59.4,6,"Jun",1796,"Summer"
"1027",1796-07-28,127,7,"Jul",1796,"Summer"
"1028",1796-08-28,20.7,8,"Aug",1796,"Summer"
"1029",1796-09-28,101.7,9,"Sep",1796,"Autumn"
"1030",1796-10-28,54.9,10,"Oct",1796,"Autumn"
"1031",1796-11-28,56.7,11,"Nov",1796,"Autumn"
"1032",1796-12-28,83.7,12,"Dec",1796,"Winter"
"1033",1797-01-28,62.8,1,"Jan",1797,"Winter"
"1034",1797-02-28,21.3,2,"Feb",1797,"Winter"
"1035",1797-03-28,68.1,3,"Mar",1797,"Spring"
"1036",1797-04-28,57.4,4,"Apr",1797,"Spring"
"1037",1797-05-28,97.8,5,"May",1797,"Spring"
"1038",1797-06-28,52.1,6,"Jun",1797,"Summer"
"1039",1797-07-28,95.7,7,"Jul",1797,"Summer"
"1040",1797-08-28,153.2,8,"Aug",1797,"Summer"
"1041",1797-09-28,125.5,9,"Sep",1797,"Autumn"
"1042",1797-10-28,100,10,"Oct",1797,"Autumn"
"1043",1797-11-28,98.9,11,"Nov",1797,"Autumn"
"1044",1797-12-28,130.8,12,"Dec",1797,"Winter"
"1045",1798-01-28,114.7,1,"Jan",1798,"Winter"
"1046",1798-02-28,49.4,2,"Feb",1798,"Winter"
"1047",1798-03-28,35.6,3,"Mar",1798,"Spring"
"1048",1798-04-28,69.2,4,"Apr",1798,"Spring"
"1049",1798-05-28,37.6,5,"May",1798,"Spring"
"1050",1798-06-28,50.4,6,"Jun",1798,"Summer"
"1051",1798-07-28,163.2,7,"Jul",1798,"Summer"
"1052",1798-08-28,73.2,8,"Aug",1798,"Summer"
"1053",1798-09-28,125.6,9,"Sep",1798,"Autumn"
"1054",1798-10-28,86,10,"Oct",1798,"Autumn"
"1055",1798-11-28,127.6,11,"Nov",1798,"Autumn"
"1056",1798-12-28,56.4,12,"Dec",1798,"Winter"
"1057",1799-01-28,67.8,1,"Jan",1799,"Winter"
"1058",1799-02-28,111.8,2,"Feb",1799,"Winter"
"1059",1799-03-28,55.9,3,"Mar",1799,"Spring"
"1060",1799-04-28,119.4,4,"Apr",1799,"Spring"
"1061",1799-05-28,59.2,5,"May",1799,"Spring"
"1062",1799-06-28,46.2,6,"Jun",1799,"Summer"
"1063",1799-07-28,74.2,7,"Jul",1799,"Summer"
"1064",1799-08-28,142,8,"Aug",1799,"Summer"
"1065",1799-09-28,109.7,9,"Sep",1799,"Autumn"
"1066",1799-10-28,129.1,10,"Oct",1799,"Autumn"
"1067",1799-11-28,101.1,11,"Nov",1799,"Autumn"
"1068",1799-12-28,59.2,12,"Dec",1799,"Winter"
"1069",1800-01-28,134.8,1,"Jan",1800,"Winter"
"1070",1800-02-28,47.6,2,"Feb",1800,"Winter"
"1071",1800-03-28,44.6,3,"Mar",1800,"Spring"
"1072",1800-04-28,128.9,4,"Apr",1800,"Spring"
"1073",1800-05-28,77.3,5,"May",1800,"Spring"
"1074",1800-06-28,25.8,6,"Jun",1800,"Summer"
"1075",1800-07-28,27.8,7,"Jul",1800,"Summer"
"1076",1800-08-28,28.7,8,"Aug",1800,"Summer"
"1077",1800-09-28,127.9,9,"Sep",1800,"Autumn"
"1078",1800-10-28,127.9,10,"Oct",1800,"Autumn"
"1079",1800-11-28,115,11,"Nov",1800,"Autumn"
"1080",1800-12-28,105.1,12,"Dec",1800,"Winter"
"1081",1801-01-28,112.8,1,"Jan",1801,"Winter"
"1082",1801-02-28,77.2,2,"Feb",1801,"Winter"
"1083",1801-03-28,86.4,3,"Mar",1801,"Spring"
"1084",1801-04-28,26.4,4,"Apr",1801,"Spring"
"1085",1801-05-28,66,5,"May",1801,"Spring"
"1086",1801-06-28,28.4,6,"Jun",1801,"Summer"
"1087",1801-07-28,148.3,7,"Jul",1801,"Summer"
"1088",1801-08-28,22.4,8,"Aug",1801,"Summer"
"1089",1801-09-28,110.7,9,"Sep",1801,"Autumn"
"1090",1801-10-28,132.1,10,"Oct",1801,"Autumn"
"1091",1801-11-28,107.7,11,"Nov",1801,"Autumn"
"1092",1801-12-28,97.5,12,"Dec",1801,"Winter"
"1093",1802-01-28,66.8,1,"Jan",1802,"Winter"
"1094",1802-02-28,90.5,2,"Feb",1802,"Winter"
"1095",1802-03-28,46.3,3,"Mar",1802,"Spring"
"1096",1802-04-28,71.1,4,"Apr",1802,"Spring"
"1097",1802-05-28,26.9,5,"May",1802,"Spring"
"1098",1802-06-28,76.5,6,"Jun",1802,"Summer"
"1099",1802-07-28,172.4,7,"Jul",1802,"Summer"
"1100",1802-08-28,99.1,8,"Aug",1802,"Summer"
"1101",1802-09-28,62.5,9,"Sep",1802,"Autumn"
"1102",1802-10-28,147.6,10,"Oct",1802,"Autumn"
"1103",1802-11-28,72.2,11,"Nov",1802,"Autumn"
"1104",1802-12-28,145.5,12,"Dec",1802,"Winter"
"1105",1803-01-28,59.1,1,"Jan",1803,"Winter"
"1106",1803-02-28,74.8,2,"Feb",1803,"Winter"
"1107",1803-03-28,52.6,3,"Mar",1803,"Spring"
"1108",1803-04-28,57.5,4,"Apr",1803,"Spring"
"1109",1803-05-28,78,5,"May",1803,"Spring"
"1110",1803-06-28,64.1,6,"Jun",1803,"Summer"
"1111",1803-07-28,31.2,7,"Jul",1803,"Summer"
"1112",1803-08-28,77.2,8,"Aug",1803,"Summer"
"1113",1803-09-28,55,9,"Sep",1803,"Autumn"
"1114",1803-10-28,29.6,10,"Oct",1803,"Autumn"
"1115",1803-11-28,101.9,11,"Nov",1803,"Autumn"
"1116",1803-12-28,140.5,12,"Dec",1803,"Winter"
"1117",1804-01-28,158.4,1,"Jan",1804,"Winter"
"1118",1804-02-28,34.4,2,"Feb",1804,"Winter"
"1119",1804-03-28,126.3,3,"Mar",1804,"Spring"
"1120",1804-04-28,58.5,4,"Apr",1804,"Spring"
"1121",1804-05-28,101,5,"May",1804,"Spring"
"1122",1804-06-28,63.1,6,"Jun",1804,"Summer"
"1123",1804-07-28,82.6,7,"Jul",1804,"Summer"
"1124",1804-08-28,134.3,8,"Aug",1804,"Summer"
"1125",1804-09-28,36.7,9,"Sep",1804,"Autumn"
"1126",1804-10-28,160.7,10,"Oct",1804,"Autumn"
"1127",1804-11-28,102.2,11,"Nov",1804,"Autumn"
"1128",1804-12-28,89.5,12,"Dec",1804,"Winter"
"1129",1805-01-28,110.1,1,"Jan",1805,"Winter"
"1130",1805-02-28,73.7,2,"Feb",1805,"Winter"
"1131",1805-03-28,73.7,3,"Mar",1805,"Spring"
"1132",1805-04-28,34.6,4,"Apr",1805,"Spring"
"1133",1805-05-28,60.1,5,"May",1805,"Spring"
"1134",1805-06-28,52.8,6,"Jun",1805,"Summer"
"1135",1805-07-28,132,7,"Jul",1805,"Summer"
"1136",1805-08-28,100.1,8,"Aug",1805,"Summer"
"1137",1805-09-28,91.9,9,"Sep",1805,"Autumn"
"1138",1805-10-28,39.1,10,"Oct",1805,"Autumn"
"1139",1805-11-28,25.5,11,"Nov",1805,"Autumn"
"1140",1805-12-28,116.5,12,"Dec",1805,"Winter"
"1141",1806-01-28,132.1,1,"Jan",1806,"Winter"
"1142",1806-02-28,84.6,2,"Feb",1806,"Winter"
"1143",1806-03-28,45.2,3,"Mar",1806,"Spring"
"1144",1806-04-28,37.1,4,"Apr",1806,"Spring"
"1145",1806-05-28,92.7,5,"May",1806,"Spring"
"1146",1806-06-28,39.4,6,"Jun",1806,"Summer"
"1147",1806-07-28,104.3,7,"Jul",1806,"Summer"
"1148",1806-08-28,112.4,8,"Aug",1806,"Summer"
"1149",1806-09-28,88.1,9,"Sep",1806,"Autumn"
"1150",1806-10-28,76.5,10,"Oct",1806,"Autumn"
"1151",1806-11-28,179.6,11,"Nov",1806,"Autumn"
"1152",1806-12-28,166.9,12,"Dec",1806,"Winter"
"1153",1807-01-28,67.3,1,"Jan",1807,"Winter"
"1154",1807-02-28,76,2,"Feb",1807,"Winter"
"1155",1807-03-28,25,3,"Mar",1807,"Spring"
"1156",1807-04-28,50,4,"Apr",1807,"Spring"
"1157",1807-05-28,111.9,5,"May",1807,"Spring"
"1158",1807-06-28,55.4,6,"Jun",1807,"Summer"
"1159",1807-07-28,104.3,7,"Jul",1807,"Summer"
"1160",1807-08-28,127.1,8,"Aug",1807,"Summer"
"1161",1807-09-28,168.4,9,"Sep",1807,"Autumn"
"1162",1807-10-28,136.9,10,"Oct",1807,"Autumn"
"1163",1807-11-28,91.2,11,"Nov",1807,"Autumn"
"1164",1807-12-28,72.8,12,"Dec",1807,"Winter"
"1165",1808-01-28,71.9,1,"Jan",1808,"Winter"
"1166",1808-02-28,55.4,2,"Feb",1808,"Winter"
"1167",1808-03-28,17.5,3,"Mar",1808,"Spring"
"1168",1808-04-28,66.7,4,"Apr",1808,"Spring"
"1169",1808-05-28,86.3,5,"May",1808,"Spring"
"1170",1808-06-28,63.7,6,"Jun",1808,"Summer"
"1171",1808-07-28,135.5,7,"Jul",1808,"Summer"
"1172",1808-08-28,150.9,8,"Aug",1808,"Summer"
"1173",1808-09-28,58.5,9,"Sep",1808,"Autumn"
"1174",1808-10-28,140.7,10,"Oct",1808,"Autumn"
"1175",1808-11-28,105.8,11,"Nov",1808,"Autumn"
"1176",1808-12-28,73.9,12,"Dec",1808,"Winter"
"1177",1809-01-28,126.9,1,"Jan",1809,"Winter"
"1178",1809-02-28,98.9,2,"Feb",1809,"Winter"
"1179",1809-03-28,40.7,3,"Mar",1809,"Spring"
"1180",1809-04-28,66.4,4,"Apr",1809,"Spring"
"1181",1809-05-28,83.8,5,"May",1809,"Spring"
"1182",1809-06-28,86.1,6,"Jun",1809,"Summer"
"1183",1809-07-28,59.4,7,"Jul",1809,"Summer"
"1184",1809-08-28,202.6,8,"Aug",1809,"Summer"
"1185",1809-09-28,132.7,9,"Sep",1809,"Autumn"
"1186",1809-10-28,55.9,10,"Oct",1809,"Autumn"
"1187",1809-11-28,69.8,11,"Nov",1809,"Autumn"
"1188",1809-12-28,140.9,12,"Dec",1809,"Winter"
"1189",1810-01-28,71.3,1,"Jan",1810,"Winter"
"1190",1810-02-28,56.2,2,"Feb",1810,"Winter"
"1191",1810-03-28,88.4,3,"Mar",1810,"Spring"
"1192",1810-04-28,44.2,4,"Apr",1810,"Spring"
"1193",1810-05-28,26.1,5,"May",1810,"Spring"
"1194",1810-06-28,42.2,6,"Jun",1810,"Summer"
"1195",1810-07-28,122.5,7,"Jul",1810,"Summer"
"1196",1810-08-28,107.4,8,"Aug",1810,"Summer"
"1197",1810-09-28,73.3,9,"Sep",1810,"Autumn"
"1198",1810-10-28,91.4,10,"Oct",1810,"Autumn"
"1199",1810-11-28,139.6,11,"Nov",1810,"Autumn"
"1200",1810-12-28,141.6,12,"Dec",1810,"Winter"
"1201",1811-01-28,74.4,1,"Jan",1811,"Winter"
"1202",1811-02-28,124.4,2,"Feb",1811,"Winter"
"1203",1811-03-28,76.8,3,"Mar",1811,"Spring"
"1204",1811-04-28,95.4,4,"Apr",1811,"Spring"
"1205",1811-05-28,129.1,5,"May",1811,"Spring"
"1206",1811-06-28,57,6,"Jun",1811,"Summer"
"1207",1811-07-28,64,7,"Jul",1811,"Summer"
"1208",1811-08-28,121,8,"Aug",1811,"Summer"
"1209",1811-09-28,48.8,9,"Sep",1811,"Autumn"
"1210",1811-10-28,134.9,10,"Oct",1811,"Autumn"
"1211",1811-11-28,121,11,"Nov",1811,"Autumn"
"1212",1811-12-28,116.3,12,"Dec",1811,"Winter"
"1213",1812-01-28,59.3,1,"Jan",1812,"Winter"
"1214",1812-02-28,132.7,2,"Feb",1812,"Winter"
"1215",1812-03-28,88.5,3,"Mar",1812,"Spring"
"1216",1812-04-28,41,4,"Apr",1812,"Spring"
"1217",1812-05-28,97.1,5,"May",1812,"Spring"
"1218",1812-06-28,83.1,6,"Jun",1812,"Summer"
"1219",1812-07-28,82,7,"Jul",1812,"Summer"
"1220",1812-08-28,84.1,8,"Aug",1812,"Summer"
"1221",1812-09-28,80.9,9,"Sep",1812,"Autumn"
"1222",1812-10-28,170.4,10,"Oct",1812,"Autumn"
"1223",1812-11-28,116.5,11,"Nov",1812,"Autumn"
"1224",1812-12-28,43.1,12,"Dec",1812,"Winter"
"1225",1813-01-28,82.8,1,"Jan",1813,"Winter"
"1226",1813-02-28,138,2,"Feb",1813,"Winter"
"1227",1813-03-28,44,3,"Mar",1813,"Spring"
"1228",1813-04-28,58.3,4,"Apr",1813,"Spring"
"1229",1813-05-28,114.5,5,"May",1813,"Spring"
"1230",1813-06-28,49.1,6,"Jun",1813,"Summer"
"1231",1813-07-28,84.9,7,"Jul",1813,"Summer"
"1232",1813-08-28,38.9,8,"Aug",1813,"Summer"
"1233",1813-09-28,103.3,9,"Sep",1813,"Autumn"
"1234",1813-10-28,150.3,10,"Oct",1813,"Autumn"
"1235",1813-11-28,106.3,11,"Nov",1813,"Autumn"
"1236",1813-12-28,52.1,12,"Dec",1813,"Winter"
"1237",1814-01-28,29.7,1,"Jan",1814,"Winter"
"1238",1814-02-28,57.2,2,"Feb",1814,"Winter"
"1239",1814-03-28,44.5,3,"Mar",1814,"Spring"
"1240",1814-04-28,101.7,4,"Apr",1814,"Spring"
"1241",1814-05-28,50.8,5,"May",1814,"Spring"
"1242",1814-06-28,58.3,6,"Jun",1814,"Summer"
"1243",1814-07-28,77.3,7,"Jul",1814,"Summer"
"1244",1814-08-28,81.6,8,"Aug",1814,"Summer"
"1245",1814-09-28,39.2,9,"Sep",1814,"Autumn"
"1246",1814-10-28,137.7,10,"Oct",1814,"Autumn"
"1247",1814-11-28,191.7,11,"Nov",1814,"Autumn"
"1248",1814-12-28,188.5,12,"Dec",1814,"Winter"
"1249",1815-01-28,48.8,1,"Jan",1815,"Winter"
"1250",1815-02-28,90.3,2,"Feb",1815,"Winter"
"1251",1815-03-28,111,3,"Mar",1815,"Spring"
"1252",1815-04-28,39.4,4,"Apr",1815,"Spring"
"1253",1815-05-28,95.5,5,"May",1815,"Spring"
"1254",1815-06-28,82,6,"Jun",1815,"Summer"
"1255",1815-07-28,52.9,7,"Jul",1815,"Summer"
"1256",1815-08-28,100.7,8,"Aug",1815,"Summer"
"1257",1815-09-28,121.4,9,"Sep",1815,"Autumn"
"1258",1815-10-28,133.9,10,"Oct",1815,"Autumn"
"1259",1815-11-28,83,11,"Nov",1815,"Autumn"
"1260",1815-12-28,78.9,12,"Dec",1815,"Winter"
"1261",1816-01-28,73.4,1,"Jan",1816,"Winter"
"1262",1816-02-28,43.1,2,"Feb",1816,"Winter"
"1263",1816-03-28,68.7,3,"Mar",1816,"Spring"
"1264",1816-04-28,61.8,4,"Apr",1816,"Spring"
"1265",1816-05-28,103.7,5,"May",1816,"Spring"
"1266",1816-06-28,76.9,6,"Jun",1816,"Summer"
"1267",1816-07-28,163.1,7,"Jul",1816,"Summer"
"1268",1816-08-28,90.9,8,"Aug",1816,"Summer"
"1269",1816-09-28,136.3,9,"Sep",1816,"Autumn"
"1270",1816-10-28,146.8,10,"Oct",1816,"Autumn"
"1271",1816-11-28,64.1,11,"Nov",1816,"Autumn"
"1272",1816-12-28,136.3,12,"Dec",1816,"Winter"
"1273",1817-01-28,86.1,1,"Jan",1817,"Winter"
"1274",1817-02-28,111.8,2,"Feb",1817,"Winter"
"1275",1817-03-28,86.1,3,"Mar",1817,"Spring"
"1276",1817-04-28,8.9,4,"Apr",1817,"Spring"
"1277",1817-05-28,59.2,5,"May",1817,"Spring"
"1278",1817-06-28,106.2,6,"Jun",1817,"Summer"
"1279",1817-07-28,158.7,7,"Jul",1817,"Summer"
"1280",1817-08-28,157.6,8,"Aug",1817,"Summer"
"1281",1817-09-28,35.8,9,"Sep",1817,"Autumn"
"1282",1817-10-28,43.6,10,"Oct",1817,"Autumn"
"1283",1817-11-28,140.8,11,"Nov",1817,"Autumn"
"1284",1817-12-28,122.9,12,"Dec",1817,"Winter"
"1285",1818-01-28,151.3,1,"Jan",1818,"Winter"
"1286",1818-02-28,84.1,2,"Feb",1818,"Winter"
"1287",1818-03-28,153.7,3,"Mar",1818,"Spring"
"1288",1818-04-28,135.7,4,"Apr",1818,"Spring"
"1289",1818-05-28,50.4,5,"May",1818,"Spring"
"1290",1818-06-28,68.4,6,"Jun",1818,"Summer"
"1291",1818-07-28,79.3,7,"Jul",1818,"Summer"
"1292",1818-08-28,37.2,8,"Aug",1818,"Summer"
"1293",1818-09-28,121.3,9,"Sep",1818,"Autumn"
"1294",1818-10-28,129.7,10,"Oct",1818,"Autumn"
"1295",1818-11-28,110.5,11,"Nov",1818,"Autumn"
"1296",1818-12-28,79.3,12,"Dec",1818,"Winter"
"1297",1819-01-28,158.8,1,"Jan",1819,"Winter"
"1298",1819-02-28,121.1,2,"Feb",1819,"Winter"
"1299",1819-03-28,51.4,3,"Mar",1819,"Spring"
"1300",1819-04-28,68.5,4,"Apr",1819,"Spring"
"1301",1819-05-28,94.8,5,"May",1819,"Spring"
"1302",1819-06-28,102.8,6,"Jun",1819,"Summer"
"1303",1819-07-28,76.5,7,"Jul",1819,"Summer"
"1304",1819-08-28,65.1,8,"Aug",1819,"Summer"
"1305",1819-09-28,82.3,9,"Sep",1819,"Autumn"
"1306",1819-10-28,110.8,10,"Oct",1819,"Autumn"
"1307",1819-11-28,88,11,"Nov",1819,"Autumn"
"1308",1819-12-28,122.2,12,"Dec",1819,"Winter"
"1309",1820-01-28,73.7,1,"Jan",1820,"Winter"
"1310",1820-02-28,39.8,2,"Feb",1820,"Winter"
"1311",1820-03-28,77.6,3,"Mar",1820,"Spring"
"1312",1820-04-28,39.8,4,"Apr",1820,"Spring"
"1313",1820-05-28,140.6,5,"May",1820,"Spring"
"1314",1820-06-28,66.9,6,"Jun",1820,"Summer"
"1315",1820-07-28,50.4,7,"Jul",1820,"Summer"
"1316",1820-08-28,125.1,8,"Aug",1820,"Summer"
"1317",1820-09-28,86.3,9,"Sep",1820,"Autumn"
"1318",1820-10-28,95,10,"Oct",1820,"Autumn"
"1319",1820-11-28,69.8,11,"Nov",1820,"Autumn"
"1320",1820-12-28,104.7,12,"Dec",1820,"Winter"
"1321",1821-01-28,57.7,1,"Jan",1821,"Winter"
"1322",1821-02-28,17.4,2,"Feb",1821,"Winter"
"1323",1821-03-28,117.7,3,"Mar",1821,"Spring"
"1324",1821-04-28,109,4,"Apr",1821,"Spring"
"1325",1821-05-28,59.9,5,"May",1821,"Spring"
"1326",1821-06-28,12,6,"Jun",1821,"Summer"
"1327",1821-07-28,55.6,7,"Jul",1821,"Summer"
"1328",1821-08-28,100.2,8,"Aug",1821,"Summer"
"1329",1821-09-28,124.2,9,"Sep",1821,"Autumn"
"1330",1821-10-28,102.4,10,"Oct",1821,"Autumn"
"1331",1821-11-28,156.9,11,"Nov",1821,"Autumn"
"1332",1821-12-28,176.5,12,"Dec",1821,"Winter"
"1333",1822-01-28,50.9,1,"Jan",1822,"Winter"
"1334",1822-02-28,107.7,2,"Feb",1822,"Winter"
"1335",1822-03-28,122.7,3,"Mar",1822,"Spring"
"1336",1822-04-28,69.5,4,"Apr",1822,"Spring"
"1337",1822-05-28,54.4,5,"May",1822,"Spring"
"1338",1822-06-28,34.7,6,"Jun",1822,"Summer"
"1339",1822-07-28,191,7,"Jul",1822,"Summer"
"1340",1822-08-28,104.2,8,"Aug",1822,"Summer"
"1341",1822-09-28,53.3,9,"Sep",1822,"Autumn"
"1342",1822-10-28,150.5,10,"Oct",1822,"Autumn"
"1343",1822-11-28,163.2,11,"Nov",1822,"Autumn"
"1344",1822-12-28,55.6,12,"Dec",1822,"Winter"
"1345",1823-01-28,81.9,1,"Jan",1823,"Winter"
"1346",1823-02-28,94.7,2,"Feb",1823,"Winter"
"1347",1823-03-28,85.4,3,"Mar",1823,"Spring"
"1348",1823-04-28,86.5,4,"Apr",1823,"Spring"
"1349",1823-05-28,126.3,5,"May",1823,"Spring"
"1350",1823-06-28,44.4,6,"Jun",1823,"Summer"
"1351",1823-07-28,164.9,7,"Jul",1823,"Summer"
"1352",1823-08-28,115.8,8,"Aug",1823,"Summer"
"1353",1823-09-28,90.1,9,"Sep",1823,"Autumn"
"1354",1823-10-28,87.7,10,"Oct",1823,"Autumn"
"1355",1823-11-28,52.6,11,"Nov",1823,"Autumn"
"1356",1823-12-28,139.2,12,"Dec",1823,"Winter"
"1357",1824-01-28,72.1,1,"Jan",1824,"Winter"
"1358",1824-02-28,52.8,2,"Feb",1824,"Winter"
"1359",1824-03-28,74.1,3,"Mar",1824,"Spring"
"1360",1824-04-28,55.8,4,"Apr",1824,"Spring"
"1361",1824-05-28,20.3,5,"May",1824,"Spring"
"1362",1824-06-28,54.8,6,"Jun",1824,"Summer"
"1363",1824-07-28,35.5,7,"Jul",1824,"Summer"
"1364",1824-08-28,58.9,8,"Aug",1824,"Summer"
"1365",1824-09-28,90.3,9,"Sep",1824,"Autumn"
"1366",1824-10-28,191.8,10,"Oct",1824,"Autumn"
"1367",1824-11-28,155.3,11,"Nov",1824,"Autumn"
"1368",1824-12-28,153.3,12,"Dec",1824,"Winter"
"1369",1825-01-28,86.2,1,"Jan",1825,"Winter"
"1370",1825-02-28,48.2,2,"Feb",1825,"Winter"
"1371",1825-03-28,65.6,3,"Mar",1825,"Spring"
"1372",1825-04-28,52.3,4,"Apr",1825,"Spring"
"1373",1825-05-28,88.2,5,"May",1825,"Spring"
"1374",1825-06-28,72.8,6,"Jun",1825,"Summer"
"1375",1825-07-28,20.5,7,"Jul",1825,"Summer"
"1376",1825-08-28,88.2,8,"Aug",1825,"Summer"
"1377",1825-09-28,104.6,9,"Sep",1825,"Autumn"
"1378",1825-10-28,145.7,10,"Oct",1825,"Autumn"
"1379",1825-11-28,130.3,11,"Nov",1825,"Autumn"
"1380",1825-12-28,123.1,12,"Dec",1825,"Winter"
"1381",1826-01-28,77.2,1,"Jan",1826,"Winter"
"1382",1826-02-28,160.6,2,"Feb",1826,"Winter"
"1383",1826-03-28,60.3,3,"Mar",1826,"Spring"
"1384",1826-04-28,50.6,4,"Apr",1826,"Spring"
"1385",1826-05-28,17.7,5,"May",1826,"Spring"
"1386",1826-06-28,8.9,6,"Jun",1826,"Summer"
"1387",1826-07-28,68.3,7,"Jul",1826,"Summer"
"1388",1826-08-28,100.3,8,"Aug",1826,"Summer"
